1	0
10	0
10000	9995
10001	87
10001	8816
10001	9995
10002	8686
10002	9995
10003	4006
10003	9995
10004	9995
10005	1114
10005	9995
10006	9995
10007	10002
10007	8686
10007	9995
10008	10000
10008	9995
1000	934
1000	961
10009	9995
10010	10000
10010	9995
10011	1137
10011	2442
10011	7242
1001	19
10011	9995
10012	9995
10013	10009
10013	1689
10013	9995
10014	87
10014	9995
10014	9999
10015	9995
10016	10012
10016	9995
10017	9995
10018	10015
10018	87
10018	9995
1001	934
1001	975
10019	9995
10020	87
10020	9995
10021	10000
10021	9995
10022	10016
10022	10018
10022	9995
10023	1220
10023	2324
10023	2678
10023	87
10023	9995
10024	10015
10024	9995
10025	10001
10025	10018
10025	87
10025	9995
10026	10000
10026	10006
10026	1689
10026	3734
10026	8448
10026	9995
10027	1230
10027	1533
10027	2028
10027	3883
10027	439
10027	6650
10027	9453
10027	9638
10027	9650
10027	9995
10028	10002
10028	10012
10028	10018
10028	10025
10028	9995
10029	10007
10029	10009
10029	10018
1002	934
10029	6679
10029	8816
10029	9995
10030	10000
10030	10006
10030	10012
10030	9995
10031	9995
10032	9995
10033	10010
10033	10016
10033	10028
10033	9995
10034	10018
10034	10022
10034	9995
10035	10007
10035	1689
10035	3734
10035	8675
10035	9995
10036	9995
10037	10019
10037	6679
10037	9995
10038	10014
10038	10022
10038	87
10038	9995
10039	10028
1003	934
10039	9995
10040	10000
10040	9995
10041	10013
10041	10018
10041	8686
10041	87
10041	9995
10042	10009
10042	10010
10042	6679
10042	87
10042	9995
10043	10018
10043	10020
10043	10022
10043	9995
10044	10009
10044	6541
10044	9995
10045	10038
10045	87
10045	9995
10046	10000
10046	10040
10046	9995
10047	10014
10047	10037
10047	9995
10048	10009
10048	87
10048	9995
1004	934
10049	9995
10050	10002
10050	10037
10050	10047
10050	1378
10050	1809
10050	9995
10051	2035
10051	936
10051	9995
10052	1085
10052	1100
10052	1101
10052	1129
10052	1137
10052	2410
10052	2675
10052	2798
10052	7852
10052	8698
10052	9264
10052	9995
10053	10033
10053	10037
10053	10040
10053	10046
10053	10047
10053	10050
10053	9995
10054	9995
10055	10002
10055	10029
10055	1113
10055	1689
10055	4509
10055	6995
10055	8686
10055	87
10055	9995
10056	10029
10056	10031
10056	9995
10057	10013
10057	10041
10057	2557
10057	9995
10058	10000
10058	10002
10058	10016
10058	10021
10058	10028
10058	1113
10058	1220
10058	1421
10058	1689
10058	4521
10058	7327
10058	87
10058	9995
10059	10047
10059	10053
10059	10055
1005	934
10059	87
10059	9995
10060	10055
10060	9995
10061	9995
10062	10001
10062	10002
10062	10009
10062	10020
10062	10060
10062	9995
10063	10002
10063	10009
10063	10028
10063	10034
10063	10038
10063	10041
10063	10048
10063	10053
10063	5588
10063	87
10063	9995
10064	10021
10064	10030
10064	10053
10064	9995
10065	9995
10066	10014
10066	10022
10066	10038
10066	10053
10066	10055
10066	10059
10066	87
10066	9995
10067	10009
10067	9995
10068	9995
1006	934
10069	708
10069	9995
10070	10000
10070	10004
10070	10008
10070	10009
10070	10010
10070	10012
10070	10024
10070	10026
10070	10030
10070	10053
10070	9995
