1	0
1	0
1	0
10	0
10	0
10	0
10	0
10000	1099
10000	1099
10000	1135
10000	1135
10000	1135
10000	1135
10000	1689
10000	1689
10000	1689
10000	1809
10000	2649
10000	3734
10000	3876
10000	439
10000	4791
10000	6018
10000	6541
10000	6541
10000	6679
10000	7463
10000	7702
10000	7852
10000	8686
10000	8686
10000	87
10000	9995
10000	9995
10000	9995
10000	9995
10000	9995
10000	9995
10000	9995
10000	9995
10000	9995
10000	9996
10000	9996
10000	9996
10000	9996
10000	9996
10000	9999
10000	9999
10000	9999
10000	9999
10000	9999
10000	9999
10000	9999
10000	9999
10000	9999
10001	1084
10001	1342
10001	1814
10001	2656
10001	6015
10001	6015
10001	6541
10001	6541
10001	6679
10001	6679
10001	6679
10001	6679
10001	6679
10001	6679
10001	6688
10001	6688
1000	186
10001	87
10001	87
10001	87
10001	87
10001	910
10001	9995
10001	9996
10001	9998
10002	10000
10002	10000
10002	10000
10002	10000
10002	10001
10002	10001
10002	1031
10002	1084
10002	1135
10002	1135
10002	1135
10002	1135
10002	1135
10002	1342
10002	1378
10002	1689
10002	1809
10002	1809
10002	1809
10002	2644
10002	2684
10002	3734
10002	3734
10002	3734
10002	3734
10002	3734
10002	4498
10002	4518
10002	6469
10002	6679
10002	6679
10002	6679
10002	6679
10002	6679
10002	6679
10002	6679
10002	6688
10002	7714
10002	8686
10002	8686
10002	8686
10002	8686
10002	8686
10002	8686
10002	8686
10002	8686
10002	87
10002	87
10002	87
10002	87
10002	9995
10002	9995
10002	9995
10002	9996
10002	9996
10002	9997
10002	9999
10002	9999
10002	9999
10002	9999
10002	9999
10002	9999
10003	1045
10003	106
10003	19
10003	2541
10003	2829
10003	3033
10003	4006
10003	439
1000	36
10003	74
10003	7791
10004	10002
10004	10002
10004	1809
10004	1814
10004	2588
1000	439
10004	8686
10004	9995
10004	9995
10005	1114
10005	183
10006	10002
10006	1342
10006	1689
10006	2678
10006	3409
1000	638
10006	4791
10006	6140
1000	672
10006	7702
10006	9995
10006	9995
10006	9995
10006	9995
10006	9995
10006	9996
10007	1084
10007	1607
10007	1689
10007	2588
10007	3403
10007	351
10007	6679
10007	6679
10007	8686
10007	910
10007	910
10008	10000
10008	10000
10008	10000
10008	10000
10008	10000
10008	10000
10008	10000
10008	10000
10008	10006
10008	1083
10008	1129
10008	1135
10008	1342
10008	1689
10008	1689
10008	3403
10008	4133
10008	6018
10008	6679
10008	7702
10008	7852
10008	8686
10008	8686
10008	9995
10008	9995
10008	9996
10008	9996
10008	9996
10008	9996
10008	9999
10008	9999
10008	9999
10008	9999
10008	9999
10009	10000
10009	10000
10009	10002
10009	10002
10009	10002
10009	10008
10009	1135
10009	1135
10009	1357
10009	1397
10009	1689
10009	180
10009	1809
10009	1825
1000	934
10009	3734
10009	3734
10009	3876
10009	472
10009	5265
10009	5957
10009	6541
10009	6541
10009	6541
10009	6541
10009	6679
10009	6679
10009	6679
10009	7714
10009	8380
10009	8686
10009	87
10009	87
10009	87
10009	87
10009	87
10009	910
10009	9995
10009	9995
10009	9995
10009	9995
10009	9995
10009	9995
10009	9995
10009	9995
10009	9996
10009	9999
10010	10000
10010	10000
10010	1135
10010	1664
10010	2649
10010	6018
10010	7702
10010	87
10010	9995
10010	9995
10010	9995
10010	9995
10010	9996
10010	9996
10010	9999
10010	9999
1001	1
10011	1137
10011	1180
10011	3702
1001	143
10011	458
1001	19
1001	19
1001	2
10012	10001
10012	10002
10012	10002
10012	10002
10012	10002
10012	10008
10012	10008
10012	10008
10012	10009
10012	1129
10012	1135
10012	1135
10012	1135
10012	1809
10012	1814
10012	2649
10012	338
10012	4090
1001	242
10012	6015
10012	6541
10012	6541
10012	6679
10012	6679
10012	6679
10012	6679
10012	6679
10012	6688
10012	728
10012	7702
10012	7702
10012	7855
10012	8686
10012	9995
10012	9995
10012	9995
10012	9995
10012	9995
10012	9995
10012	9999
10012	9999
10012	9999
10012	9999
10012	9999
