1	0
10	0
10000	87
10001	0
10001	87
10001	966
10002	87
10002	971
10003	1689
10003	87
10004	87
10005	87
10005	952
1000	626
10006	87
10007	8686
10007	87
10007	971
10008	87
10008	9995
1000	934
10009	87
1001	0
10010	87
10010	9995
10011	1078
10011	2406
10011	366
10011	87
10012	87
1001	338
10013	439
10013	87
10013	9995
10014	0
10014	87
10014	87
10015	87
10016	87
10016	9995
100	17
10017	87
10018	0
10018	87
10018	9995
1001	934
10019	87
10020	0
10020	87
10021	87
10021	9995
10022	87
10022	87
10022	9995
10023	0
10023	19
10023	19
10023	2
10023	87
10024	87
10024	9995
10025	0
10025	87
10025	87
10025	87
10026	1670
10026	19
10026	439
10026	87
10026	9995
10026	9995
10027	1001
10027	1488
10027	1664
10027	19
10027	2017
10027	2022
10027	2674
10027	546
10027	708
10027	87
10028	8686
10028	87
10028	87
10028	87
10028	9995
10029	2948
1002	934
10029	8686
10029	87
10029	87
10029	966
10029	9995
10030	87
10030	9995
10030	9995
10030	9995
10031	87
10032	87
10033	87
10033	9995
10033	9995
10033	9995
10034	87
10034	87
10034	9995
10035	114
10035	19
10035	439
10035	8686
10035	87
10036	87
10037	2948
10037	87
10037	9995
10038	0
10038	87
10038	87
10038	9995
1003	934
10039	87
10039	9995
10040	87
10040	9995
10041	0
10041	1689
10041	87
10041	87
10041	971
10042	0
10042	2948
10042	87
10042	9995
10042	9995
10043	87
10043	87
10043	87
10043	9995
10044	87
10044	87
10044	9995
10045	0
10045	87
10045	87
10046	87
10046	9995
10046	9995
10047	6679
10047	87
10047	87
10048	0
10048	87
10048	9995
1004	934
10049	87
10050	146
10050	6679
10050	8686
10050	87
10050	995
10050	9995
10051	2017
10051	87
10051	934
10052	1078
10052	1078
10052	1078
10052	1090
10052	12
10052	1581
10052	1839
10052	19
10052	1937
10052	2413
10052	2637
10052	87
10053	1378
10053	6679
10053	87
10053	9995
10053	9995
10053	9995
10053	9995
10054	87
10055	0
10055	19
10055	300
10055	439
10055	6679
10055	8686
10055	87
10055	87
10055	971
10056	6679
10056	87
10056	9995
10057	1689
10057	193
10057	87
10057	87
10058	0
10058	131
10058	1387
10058	2
10058	37
10058	439
10058	8686
10058	87
10058	87
10058	9995
10058	9995
10058	9995
10058	9995
10059	0
1005	934
10059	87
10059	87
10059	9995
10059	9995
10060	87
10060	87
10061	87
10062	8686
10062	87
10062	87
10062	87
10062	9995
10062	9995
10063	0
10063	19
10063	8686
10063	87
10063	87
10063	87
10063	87
10063	9995
10063	9995
10063	9995
10063	9995
10064	87
10064	9995
10064	9995
10064	9995
10065	87
10066	0
10066	87
10066	87
10066	87
10066	87
10066	87
10066	9995
10066	9995
10067	87
10067	9995
10068	87
1006	934
10069	361
10069	87
10070	1689
10070	87
10070	9995
10070	9995
10070	9995
10070	9995
10070	9995
10070	9995
10070	9995
10070	9995
10070	9995
10071	1378
10071	1689
10071	87
10071	9995
10071	9995
10071	9995
10071	9995
10071	9995
10072	1689
10072	439
10072	8686
10072	87
10072	87
10072	87
10072	87
10072	9995
10072	9995
10072	9995
10072	9995
10072	9995
10072	9995
10073	147
10073	6541
